ID,GUZERGAH_A,GUZERGAH_K,HAT_ADI,HAT_KODU,DEPAR_NO,DURUM,UZUNLUK,HAT_BASI,HAT_SONU,YON,HAT_ID,SURE,RING_MI,B_NOKTASI,latitude,longitude
1908,HEYBETLİ SOKAK  -  ARNAVUTKÖY PERONLAR,36D_D_D0,ARNAVUTKÖY - DELİKLİKAYA,36D,0,AKTİF,3584254.0,ARNAVUTKÖY PERONLAR,HEYBETLİ SOKAK,DÖNÜŞ,572,520294.0,HAYIR,0,41.15765179762116,28.667129246916616
1909,HEYBETLİ SOKAK  -  ARNAVUTKÖY PERONLAR,36D_D_D5052,ARNAVUTKÖY - DELİKLİKAYA,36D,5052,AKTİF,314556.0,ARNAVUTKÖY PERONLAR,HEYBETLİ SOKAK,DÖNÜŞ,572,456615.00000000006,HAYIR,0,41.15801041435437,28.66165220204429
1058,FAZİLET CAMİİ  -  ÜSKÜDAR  CAMİİ ÖNÜ,15KÇ_G_D2063,KARANLIKDERE / ÇAVUŞBAŞI - ÜSKÜDAR,15KÇ,2063,AKTİF,2405584.0,KÖPRÜBAŞI,ÜSKÜDAR  CAMİİ ÖNÜ,GİDİŞ,478,349198.0,HAYIR,0,41.07364190615789,29.091614504612256
1911,ARNAVUTKÖY PERONLAR - HEYBETLİ SOKAK,36D_G_D0,ARNAVUTKÖY - DELİKLİKAYA,36D,0,AKTİF,349816.99999999994,ARNAVUTKÖY PERONLAR,HEYBETLİ SOKAK,GİDİŞ,572,507799.00000000006,HAYIR,0,41.158320071100405,28.66256241492427
1912,ARNAVUTKÖY PERONLAR  -  HEYBETLİ SOKAK,36D_G_D5051,ARNAVUTKÖY - DELİKLİKAYA,36D,5051,AKTİF,307000.99999999994,ARNAVUTKÖY PERONLAR,HEYBETLİ SOKAK,GİDİŞ,572,445646.0,HAYIR,0,41.157982102329534,28.65704147129684
1927,SULTANGAZİ PERONLAR  -  AKSARAY RİNG,36ES_G_D0,SULTANGAZİ PERON - AKSARAY,36ES,0,AKTİF,1800555.0,SULTANGAZİ PERONLAR,AKSARAY RİNG,GİDİŞ,359,261372.0,HAYIR,0,41.06004593412262,28.90442138117304
1938,CEBECİ PERONLAR  -  TANSU SOKAK,36HT_D_D0,FATİH MAHALLESİ- HARAÇÇI - CEBECİ,36HT,0,AKTİF,3117255.9999999995,TANSU SOKAK,CEBECİ PERONLAR,DÖNÜŞ,358,452508.0,HAYIR,0,41.16626582623276,28.76637741432052
1940,CEBECİ PERONLAR  -  TANSU SOKAK,36HT_D_D5710,FATİH MAHALLESİ- HARAÇÇI - CEBECİ,36HT,5710,AKTİF,3117255.9999999995,TANSU SOKAK,CEBECİ PERONLAR,DÖNÜŞ,358,452508.0,HAYIR,0,41.16626582623276,28.76637741432052
1941,TANSU SOKAK  -  CEBECİ PERONLAR,36HT_G_D0,FATİH MAHALLESİ- HARAÇÇI - CEBECİ,36HT,0,AKTİF,3038762.0,TANSU SOKAK,CEBECİ PERONLAR,GİDİŞ,358,441115.00000000006,HAYIR,0,41.16606025980845,28.76484729720503
1945,EMİNÖNÜ  -  YENİ MAHALLE METRO,36KE_D_D0,YENİ MAHALLE METRO - EMİNÖNÜ,36KE,0,AKTİF,135315.0,YENİ MAHALLE METRO,EMİNÖNÜ,DÖNÜŞ,357,196425.0,HAYIR,0,41.04911416350781,28.9171055822372
1947,YENİ MAHALLE METRO  -  EMİNÖNÜ,36KE_G_D0,YENİ MAHALLE METRO - EMİNÖNÜ,36KE,0,AKTİF,1707227.0,YENİ MAHALLE METRO,EMİNÖNÜ,GİDİŞ,357,247824.0,HAYIR,0,41.04790317024639,28.921975613739235
1948,MASALPARK - EMİNÖNÜ,36KE_G_D4053,YENİ MAHALLE METRO - EMİNÖNÜ,36KE,4053,AKTİF,1678407.0,YENİ MAHALLE METRO,EMİNÖNÜ,GİDİŞ,357,24364.0,HAYIR,0,41.04732573577593,28.92156448387824
1949,4.LEVENT METRO  -  MESCİD - İ SELAM,36L_D_D0,MESCİDİ SELAM - 4.LEVENT,36L,0,AKTİF,2082258.0,MESCİD-İ SELAM,4.LEVENT METRO,DÖNÜŞ,725,302262.0,HAYIR,0,41.09827277672355,28.931496900581347
1950,BEŞİKTAŞ PERONLAR  -  MESCİD - İ SELAM,36L_D_D5595,MESCİDİ SELAM - 4.LEVENT,36L,5595,AKTİF,2452429.0,MESCİD-İ SELAM,4.LEVENT METRO,DÖNÜŞ,725,354618.0,HAYIR,0,41.09243958940423,28.943298461491803
54010,MASLAK GAZETECİLER SİTESİ  -  4.LEVENT METRO,29E_G_D3486,MASLAK GAZETECİLER SİTESİ - BEŞİKTAŞ,29E,3486,AKTİF,812734.0000000001,MASLAK GAZETECİLER SİTESİ,BEŞİKTAŞ PERONLAR,GİDİŞ,218,117978.0,HAYIR,0,41.1105603223809,29.02322199673339
676,ŞEMSİPAŞA - AĞVA MERKEZ,139A_G_D2002,ÜSKÜDAR - ŞİLE / AĞVA,139A,2002,AKTİF,9242702.0,ŞEMSİPAŞA,AĞVA MERKEZ,GİDİŞ,67,1245138.0,HAYIR,0,41.09724252475777,29.462702013946608
54019,HARBİYE ASKERİ MÜZE   -  İETT İKİTELLİ GARAJI,89C_D_D3494,İETT İKİTELLİ GARAJI-TAKSİM,89C,3494,AKTİF,2483899.0,İETT İKİTELLİ GARAJI,HARBİYE ASKERİ MÜZE,DÖNÜŞ,20,358880.99999999994,HAYIR,0,41.03899393645849,28.88969394374577
54021,MİLLİ EĞİTİM VAKFI  -  PENDİK KÖPRÜSÜ,KM11_G_D3496,AYDINLI TOKİ / A.YESEVİ - PENDİK KÖPRÜSÜ,KM11,3496,AKTİF,740012.0,AYDINLI TOKİ PERONLAR,PENDİK KÖPRÜSÜ,GİDİŞ,615,107422.0,HAYIR,0,40.87348207724536,29.26921949931323
1956,İ SELAM -  4.LEVENT METRO,36L_G_D5343,MESCİDİ SELAM - 4.LEVENT,36L,5343,AKTİF,4092381.0,MESCİD-İ SELAM,4.LEVENT METRO,GİDİŞ,725,594053.0,EVET,303341,41.09887983905011,28.92781792515917
55511,KADIKÖY  -  KADIKÖY BELEDİYESİ,GZ1_G_D3822,KADIKÖY - GÖZTEPE,GZ1,3822,AKTİF,338056.0,KADIKÖY,KADIKÖY,GİDİŞ,525,49072.0,HAYIR,0,40.99151447005338,29.030316575558533
55513,KADIKÖY -  KADIKÖY BELEDİYESİ,ER1_G_D3824,KADIKÖY - ERENKÖY,ER1,3824,AKTİF,338056.0,KADIKÖY,KADIKÖY ÇARŞI,GİDİŞ,529,49072.0,EVET,225022,40.99151447005338,29.030316575558533
2707,CEVİZLİBAĞ  -  4.LEVENT METRO,500L_D_D1399,LEVENT - CEVİZLİBAĞ,500L,1399,AKTİF,1755083.0,4.LEVENT,CEVİZLİBAĞ,DÖNÜŞ,707,25477.0,HAYIR,0,41.06612747424214,28.960227134219505
1970,CEBECİ PERONLAR - MECİDİYEKÖY AVM,36M_G_D0,CEBECİ - MECİDİYEKÖY,36M,0,AKTİF,2232471.0,CEBECİ PERONLAR,MECİDİYEKÖY AVM,GİDİŞ,356,32407.0,HAYIR,0,41.06775237477808,28.91768747474142
1977,HARBİYE ASKERİ MÜZE   -  CEBECİ PERONLAR,36T_D_D0,CEBECİ - TAKSİM,36T,0,AKTİF,2413747.0,CEBECİ PERONLAR,HARBİYE ASKERİ MÜZE,DÖNÜŞ,355,350176.99999999994,HAYIR,0,41.07288472092803,28.926761619387257
1984,CEBECİ PERONLAR -  HARBİYE ASKERİ MÜZE,36T_G_D7005,CEBECİ - TAKSİM,36T,7005,AKTİF,5062168.0,CEBECİ PERONLAR,HARBİYE ASKERİ MÜZE,GİDİŞ,355,733321.0,EVET,117322,41.07342214168274,28.925690143528715
1995,CEBECİ PERONLAR - TAŞOLUK PERONLAR,36TC_D_D5700,TAŞOLUK PERON- CEBECİ,36TC,5700,AKTİF,2660378.0,TAŞOLUK PERONLAR,CEBECİ PERONLAR,DÖNÜŞ,363,386185.0,HAYIR,0,41.16387719663832,28.78701423045072
1997,TAŞOLUK PERONLAR - CEBECİ PERONLAR,36TC_G_D0,TAŞOLUK PERON- CEBECİ,36TC,0,AKTİF,2674499.0,TAŞOLUK PERONLAR,CEBECİ PERONLAR,GİDİŞ,363,388235.00000000006,HAYIR,0,41.164342981599695,28.784190305728405
1999,TAŞOLUK PERONLAR - CEBECİ PERONLAR,36TC_G_D5703,TAŞOLUK PERON- CEBECİ,36TC,5703,AKTİF,2719527.9999999995,TAŞOLUK PERONLAR,CEBECİ PERONLAR,GİDİŞ,363,394773.0,HAYIR,0,41.16485490233525,28.78375926246261
2001,VEZNECİLER  -  ÇİMEN CAMİ,36V_D_D0,YAYLA MAHALLESİ - VEZNECİLER,36V,0,AKTİF,2213183.0,ÇİMEN CAMİ,VEZNECİLER,DÖNÜŞ,354,321268.0,HAYIR,0,41.08419816833948,28.884597183118625
2002,ÇİMEN CAMİ - VEZNECİLER,36V_G_D0,YAYLA MAHALLESİ - VEZNECİLER,36V,0,AKTİF,2309793.0,ÇİMEN CAMİ,VEZNECİLER,GİDİŞ,354,335294.0,HAYIR,0,41.08388845155394,28.8849186754655
2004,MAHMUTBEY METRO  -  TAŞOLUK PERONLAR,36Y_D_D0,TAŞOLUK PERON - MAHMUTBEY METRO,36Y,0,AKTİF,2542176.0,TAŞOLUK PERONLAR,MAHMUTBEY METRO,DÖNÜŞ,183,369027.00000000006,HAYIR,0,41.1406246434744,28.7976863879784
55303,KAVACIK AKTARMA  -  RÜZGARLI BAHÇE,15ÇB_G_D1351,KAVACIK - ÇAVUŞBAŞI / ÇENGELDERE,15ÇB,1351,AKTİF,212228.0,KAVACIK AKTARMA,KAVACIK AKTARMA,GİDİŞ,469,306839.00000000006,HAYIR,0,41.09221529293718,29.13018913214473
1598,MASLAK GAZETECİLER SİTESİ - 4.LEVENT METRO,29GM_G_D0,MASLAK GAZETECİLER SİTESİ - 4.LEVENT METRO,29GM,0,AKTİF,691088.0,MASLAK GAZETECİLER SİTESİ,4.LEVENT METRO,GİDİŞ,399,100321.0,HAYIR,0,41.10888613590006,29.01801470539652
55395,ACARLAR SİTESİ -  KADIKÖY,19K_G_D3051,ACARLAR SİTESİ / KAYIŞDAĞI - KADIKÖY,19K,3051,AKTİF,1582747.0,ACARLAR SİTESİ,KADIKÖY,GİDİŞ,445,229754.0,EVET,407031,40.99534017013325,29.0879142318974
55396,KADIKÖY -  ACARLAR SİTESİ,19K_G_D3053,ACARLAR SİTESİ / KAYIŞDAĞI - KADIKÖY,19K,3053,AKTİF,1529587.0,ACARLAR SİTESİ,KADIKÖY,GİDİŞ,445,222037.0,EVET,226512,40.99790648159596,29.09182880516408
55448,TUFAN - ÜSKÜDAR  CAMİİ ÖNÜ,15U_G_D3442,TUFAN - ÜSKÜDAR,15U,3442,AKTİF,874407.0,TUFAN,ÜSKÜDAR  CAMİİ ÖNÜ,GİDİŞ,471,12693.0,EVET,403091,41.04270700056488,29.04658309410868
1603,HACIOSMAN METRO -  İSTİNYE MERKEZ,29M1_G_D0,HACIOSMAN METRO - FERAHEVLER / İSTİNYE,29M1,0,AKTİF,1272951.0,HACIOSMAN METRO,HACIOSMAN METRO,GİDİŞ,737,184784.0,EVET,115492,41.12317269162422,29.039021652798777
55449,ÜSKÜDAR  CAMİİ ÖNÜ - TUFAN,15U_D_D3450,TUFAN - ÜSKÜDAR,15U,3450,AKTİF,740243.0,TUFAN,ÜSKÜDAR  CAMİİ ÖNÜ,DÖNÜŞ,471,107455.0,EVET,251601,41.04458132449835,29.047454797077567
1608,HACIOSMAN METRO -  İSTİNYE MERKEZ,29M2_G_D0,HACIOSMAN METRO - İSTİNYE / FERAHEVLER,29M2,0,AKTİF,1376063.0,HACIOSMAN METRO,HACIOSMAN METRO,GİDİŞ,736,199752.0,EVET,115491,41.12394279290832,29.03818298663127
1609,HACIOSMAN METRO -  İSTİNYE MERKEZ,29M2_G_D3395,HACIOSMAN METRO - İSTİNYE / FERAHEVLER,29M2,3395,AKTİF,1376063.0,HACIOSMAN METRO,HACIOSMAN METRO,GİDİŞ,736,199752.0,EVET,115491,41.12394279290832,29.03818298663127
1611,ZİNCİRLİKUYU METROBÜS - POLİGON MAHALLESİ,29P_D_D0,POLİGON MAHALLESİ - ZİNCİRLİKUYU METROBÜS,29P,0,AKTİF,780366.0000000001,POLİGON MAHALLESİ,ZİNCİRLİKUYU METROBÜS,DÖNÜŞ,398,113282.0,HAYIR,0,41.096796890042725,29.018520091506897
1614,POLİGON MAHALLESİ - ZİNCİRLİKUYU METROBÜS,29P_G_D0,POLİGON MAHALLESİ - ZİNCİRLİKUYU METROBÜS,29P,0,AKTİF,780057.0,POLİGON MAHALLESİ,ZİNCİRLİKUYU METROBÜS,GİDİŞ,398,113235.0,HAYIR,0,41.09657366693106,29.018100714136317
1682,YENİKAPI ETKİNLİK ALANI  -  TOKİ AYAZMA,31Y_D_D0,TOKİ AYAZMA - YENİKAPI,31Y,0,AKTİF,2082378.0,TOKİ AYAZMA,YENİKAPI ETKİNLİK ALANI,DÖNÜŞ,387,30228.0,HAYIR,0,41.04693019972176,28.87133750715949
1683,YENİKAPI MARMARAY  -  TOKİ AYAZMA,31Y_D_D7881,TOKİ AYAZMA - YENİKAPI,31Y,7881,AKTİF,1902777.0,TOKİ AYAZMA,YENİKAPI ETKİNLİK ALANI,DÖNÜŞ,387,276208.0,HAYIR,0,41.05106310935948,28.863945414517467
1684,TOKİ AYAZMA  -  YENİKAPI ETKİNLİK ALANI,31Y_G_D0,TOKİ AYAZMA - YENİKAPI,31Y,0,AKTİF,245679.0,TOKİ AYAZMA,YENİKAPI ETKİNLİK ALANI,GİDİŞ,387,35663.0,HAYIR,0,41.050671024156514,28.861459296204604
1688,TOKİ AYAZMA  -  YENİKAPI ETKİNLİK ALANI,31Y_G_D7733,TOKİ AYAZMA - YENİKAPI,31Y,7733,AKTİF,2230267.0,TOKİ AYAZMA,YENİKAPI ETKİNLİK ALANI,GİDİŞ,387,323748.0,HAYIR,0,41.049457212492655,28.866148698465597
1690,EMİNÖNÜ  -  CEVATPAŞA,32_D_D0,CEVATPAŞA - EMİNÖNÜ,32,0,AKTİF,1532445.0,CEVATPAŞA,EMİNÖNÜ,DÖNÜŞ,386,22245.0,HAYIR,0,41.03902807236656,28.919711091846764
1691,EMİNÖNÜ  -  CEVATPAŞA,32_D_D3953,CEVATPAŞA - EMİNÖNÜ,32,3953,AKTİF,1532445.0,CEVATPAŞA,EMİNÖNÜ,DÖNÜŞ,386,22245.0,HAYIR,0,41.03902807236656,28.919711091846764
1692,EMİNÖNÜ  -  CEVATPAŞA,32_D_D5539,CEVATPAŞA - EMİNÖNÜ,32,5539,AKTİF,1531471.0,CEVATPAŞA,EMİNÖNÜ,DÖNÜŞ,386,222308.0,HAYIR,0,41.0390307603292,28.919711942535848
1693,CEVATPAŞA  -  EMİNÖNÜ,32_G_D0,CEVATPAŞA - EMİNÖNÜ,32,0,AKTİF,163874.0,CEVATPAŞA,EMİNÖNÜ,GİDİŞ,386,237884.0,HAYIR,0,41.03450246598504,28.92756422632969
1695,BÜYÜK ÇAMLICA CAMİİ PERONLAR - ATATÜRK BULVARI,320_D_D0,FERHATPAŞA - ÜMRANİYE METRO/ÇAMLICA CAMİİ,320,0,AKTİF,1534307.0,ATATÜRK BULVARI,BÜYÜK ÇAMLICA CAMİİ PERONLAR,DÖNÜŞ,385,222725.0,HAYIR,0,41.00949738320081,29.12985507656209
1697,FİDANLIK - ATATÜRK BULVARI,320_D_D3000,FERHATPAŞA - ÜMRANİYE METRO/ÇAMLICA CAMİİ,320,3000,AKTİF,1381919.0,ATATÜRK BULVARI,BÜYÜK ÇAMLICA CAMİİ PERONLAR,DÖNÜŞ,385,200605.0,HAYIR,0,41.00609934354212,29.13779008015301
1698,ATATÜRK BULVARI - BÜYÜK ÇAMLICA CAMİİ PERONLAR,320_G_D0,FERHATPAŞA - ÜMRANİYE METRO/ÇAMLICA CAMİİ,320,0,AKTİF,1706658.0,ATATÜRK BULVARI,BÜYÜK ÇAMLICA CAMİİ PERONLAR,GİDİŞ,385,245998.0,HAYIR,0,41.00970916578474,29.1308791075468
1701,ATATÜRK BULVARI - SEYİD NİZAM CADDESİ,320_G_D2279,FERHATPAŞA - ÜMRANİYE METRO/ÇAMLICA CAMİİ,320,2279,AKTİF,2873646.0,ATATÜRK BULVARI,BÜYÜK ÇAMLICA CAMİİ PERONLAR,GİDİŞ,385,415404.0,EVET,216511,41.00732756123268,29.136453111426952
1704,KIZILAY - SULTAN ALPARSLAN MESLEKİ VE TEKNİK ANADOLU LİSESİ,320A_D_D1548,SULTANBEYLİ MİMARSİNAN / SAMANDIRA - ÜSKÜDAR,320A,1548,AKTİF,686152.0,BATTALGAZİ MAHALLESİ,HAREM PERON 3,DÖNÜŞ,384,99355.0,HAYIR,0,40.98573325041492,29.2545518859108
1705,BATTALGAZİ MAHALLESİ - HAREM PERON 3,320A_G_D0,SULTANBEYLİ MİMARSİNAN / SAMANDIRA - ÜSKÜDAR,320A,0,AKTİF,3278139.0,BATTALGAZİ MAHALLESİ,HAREM PERON 3,GİDİŞ,384,475854.0,HAYIR,0,40.99198417133271,29.137956218526973
1708,YENİDOĞAN PERONLAR - KOZYATAĞI METRO,320Y_G_D1703,YENİDOĞAN - KOZYATAĞI METRO,320Y,1703,AKTİF,2089306.0,YENİDOĞAN PERONLAR,KOZYATAĞI METRO,GİDİŞ,947,303283.00000000006,HAYIR,0,40.98841334269418,29.196770834738693
1709,KAVAKLIK - KOZYATAĞI METRO,320Y_G_D2869,YENİDOĞAN - KOZYATAĞI METRO,320Y,2869,AKTİF,1564674.0,YENİDOĞAN PERONLAR,KOZYATAĞI METRO,GİDİŞ,947,227127.0,HAYIR,0,40.985076000586446,29.178757853239127
1710,AKSARAY RİNG  -  CEVATPAŞA,32A_D_D0,CEVATPAŞA - AKSARAY,32A,0,AKTİF,1358358.0,CEVATPAŞA,AKSARAY RİNG,DÖNÜŞ,383,197179.0,HAYIR,0,41.03834107961711,28.91430350959325
1712,BEYAZIT -  CEVATPAŞA,32A_D_D5351,CEVATPAŞA - AKSARAY,32A,5351,AKTİF,2587787.0,CEVATPAŞA,AKSARAY RİNG,DÖNÜŞ,383,375645.0,EVET,301141,41.036422214931775,28.91821725056689
1717,CEVATPAŞA  -  AKSARAY RİNG,32A_G_D5310,CEVATPAŞA - AKSARAY,32A,5310,AKTİF,1129616.0,CEVATPAŞA,AKSARAY RİNG,GİDİŞ,383,163979.0,HAYIR,0,41.03755172347875,28.913854563513954
1721,MECİDİYEKÖY METROBÜS  -  CEVATPAŞA,32M_D_D0,CEVATPAŞA - MECİDİYEKÖY,32M,0,AKTİF,1514567.0,CEVATPAŞA,MECİDİYEKÖY METROBÜS,DÖNÜŞ,698,219858.0,HAYIR,0,41.05238044196811,28.93206017283096
1722,CEVATPAŞA  -  MECİDİYEKÖY METROBÜS,32M_G_D0,CEVATPAŞA - MECİDİYEKÖY,32M,0,AKTİF,157948.0,CEVATPAŞA,MECİDİYEKÖY METROBÜS,GİDİŞ,698,22928.0,HAYIR,0,41.05146454017834,28.92869761850074
1723,HARBİYE ASKERİ MÜZE  - CEVATPAŞA,32T_D_D0,CEVATPAŞA - TAKSİM,32T,0,AKTİF,1876618.0,CEVATPAŞA,HARBİYE ASKERİ MÜZE,DÖNÜŞ,382,272409.0,HAYIR,0,41.03692305064486,28.930484859978986
1703,HAREM PERONLAR - BATTALGAZİ MAHALLESİ,320A_D_D0,SULTANBEYLİ MİMARSİNAN / SAMANDIRA - ÜSKÜDAR,320A,0,AKTİF,2857598.0,BATTALGAZİ MAHALLESİ,HAREM PERON 3,DÖNÜŞ,384,414814.0,HAYIR,0,40.988514821509526,29.152225471489217
1724,HARBİYE ASKERİ MÜZE  - CEVATPAŞA,32T_D_D4589,CEVATPAŞA - TAKSİM,32T,4589,AKTİF,1876618.0,CEVATPAŞA,HARBİYE ASKERİ MÜZE,DÖNÜŞ,382,272409.0,HAYIR,0,41.03692305064486,28.930484859978986
1725,CEVATPAŞA - HARBİYE ASKERİ MÜZE,32T_G_D0,CEVATPAŞA - TAKSİM,32T,0,AKTİF,1797283.0,CEVATPAŞA,HARBİYE ASKERİ MÜZE,GİDİŞ,382,260899.0,HAYIR,0,41.034744891971066,28.933136854148827
1728,ULUBATLI -  HARBİYE,32T_G_D4590,CEVATPAŞA - TAKSİM,32T,4590,AKTİF,2737652.0,CEVATPAŞA,HARBİYE ASKERİ MÜZE,GİDİŞ,382,397399.00000000006,EVET,117322,41.03338885592691,28.940499439755403
1729,CEVATPAŞA -  TRT İSTANBUL RADYOSU,32T_G_D4591,CEVATPAŞA - TAKSİM,32T,4591,AKTİF,325728.0,CEVATPAŞA,HARBİYE ASKERİ MÜZE,GİDİŞ,382,472835.00000000006,EVET,121212,41.03658245531463,28.93538661997531
1731,CEVATPAŞA -  TARLABAŞI,32T_G_D5715,CEVATPAŞA - TAKSİM,32T,5715,AKTİF,3358143.0,CEVATPAŞA,HARBİYE ASKERİ MÜZE,GİDİŞ,382,487471.00000000006,EVET,117472,41.03544297654116,28.92821301177617
1732,CEVATPAŞA -  HARBİYE,32T_G_D5729,CEVATPAŞA - TAKSİM,32T,5729,AKTİF,3697052.0,CEVATPAŞA,HARBİYE ASKERİ MÜZE,GİDİŞ,382,536669.0,EVET,117322,41.035931677030455,28.932102885581447
1733,EMİNÖNÜ  -  GİYİMKENT,33_D_D0,GİYİMKENT / TURGUTREİS - EMİNÖNÜ,33,0,AKTİF,1957711.0,GİYİMKENT,EMİNÖNÜ,DÖNÜŞ,381,284185.0,HAYIR,0,41.03792063190434,28.902111778603235
1734,EMİNÖNÜ  -  GİYİMKENT,33_D_D5348,GİYİMKENT / TURGUTREİS - EMİNÖNÜ,33,5348,AKTİF,1956246.0,GİYİMKENT,EMİNÖNÜ,DÖNÜŞ,381,283973.0,HAYIR,0,41.03788987100754,28.90215857727444
1737,GİYİMKENT  -  EMİNÖNÜ,33_G_D0,GİYİMKENT / TURGUTREİS - EMİNÖNÜ,33,0,AKTİF,1939716.0,GİYİMKENT,EMİNÖNÜ,GİDİŞ,381,280962.0,HAYIR,0,41.035141620432405,28.910811855117828
1738,GİYİMKENT  -  EMİNÖNÜ,33_G_D5347,GİYİMKENT / TURGUTREİS - EMİNÖNÜ,33,5347,AKTİF,1939716.0,GİYİMKENT,EMİNÖNÜ,GİDİŞ,381,280962.0,HAYIR,0,41.035141620432405,28.910811855117828
1741,EMİNÖNÜ KANTARCILAR  -  ARNAVUTKÖY PERONLAR,336_D_D0,ARNAVUTKÖY - EMİNÖNÜ,336,0,AKTİF,3447525.0,ARNAVUTKÖY PERONLAR,EMİNÖNÜ KANTARCILAR,DÖNÜŞ,212,500447.00000000006,HAYIR,0,41.09287726945625,28.859349276127784
1742,AKSARAY  -  ARNAVUTKÖY PERONLAR,336_D_D4759,ARNAVUTKÖY - EMİNÖNÜ,336,4759,AKTİF,3132362.0,ARNAVUTKÖY PERONLAR,EMİNÖNÜ KANTARCILAR,DÖNÜŞ,212,454698.0,HAYIR,0,41.10015208604494,28.849778579773567
1744,EMİNÖNÜ KANTARCILAR  -  TAŞOLUK PERONLAR,336_D_D4804,ARNAVUTKÖY - EMİNÖNÜ,336,4804,AKTİF,3908526.0,ARNAVUTKÖY PERONLAR,EMİNÖNÜ KANTARCILAR,DÖNÜŞ,212,567367.0,HAYIR,0,41.10546368347107,28.843865820226878
1746,EMİNÖNÜ KANTARCILAR - ARNAVUTKÖY PERONLAR,336_D_D5634,ARNAVUTKÖY - EMİNÖNÜ,336,5634,AKTİF,3439199.0,ARNAVUTKÖY PERONLAR,EMİNÖNÜ KANTARCILAR,DÖNÜŞ,212,499238.0,HAYIR,0,41.09413590461857,28.856541530542724
1751,ARNAVUTKÖY PERONLAR  -  EMİNÖNÜ KANTARCILAR,336_G_D5472,ARNAVUTKÖY - EMİNÖNÜ,336,5472,AKTİF,3443923.0,ARNAVUTKÖY PERONLAR,EMİNÖNÜ KANTARCILAR,GİDİŞ,212,499928.0,HAYIR,0,41.10031705425759,28.847804856517328
1752,ARNAVUTKÖY PERONLAR  -  EMİNÖNÜ KANTARCILAR,336_G_D5633,ARNAVUTKÖY - EMİNÖNÜ,336,5633,AKTİF,3255975.0,ARNAVUTKÖY PERONLAR,EMİNÖNÜ KANTARCILAR,GİDİŞ,212,472644.0,HAYIR,0,41.0949109338382,28.853681947798584
1753,ARNAVUTKÖY PERONLAR  -  EMİNÖNÜ KANTARCILAR,336_G_D7680,ARNAVUTKÖY - EMİNÖNÜ,336,7680,AKTİF,3351119.0,ARNAVUTKÖY PERONLAR,EMİNÖNÜ KANTARCILAR,GİDİŞ,212,486456.0,HAYIR,0,41.09242454483207,28.85695854621931
1755,BALABAN CAMİİ  -  MESCİD - İ SELAM,336A_G_D0,BALABAN KÖYÜ - MESCİDİ SELAM,336A,0,AKTİF,4147019.0,BALABAN CAMİİ,MESCİD-İ SELAM,GİDİŞ,380,601992.0,HAYIR,0,41.20241366311807,28.703872308253928
1756,EMİNÖNÜ  -  CEBECİ PERONLAR,336E_D_D0,SULTANÇİFTLİĞİ - EMİNÖNÜ,336E,0,AKTİF,1728307.9999999998,CEBECİ PERONLAR,EMİNÖNÜ,DÖNÜŞ,377,250885.0,HAYIR,0,41.061217122652536,28.904932512844017
1758,CEBECİ PERONLAR - CEBECİ KÖYÜ YOLU,336E_G_D5642,SULTANÇİFTLİĞİ - EMİNÖNÜ,336E,5642,AKTİF,3695671.0,CEBECİ PERONLAR,EMİNÖNÜ,GİDİŞ,377,53647.0,EVET,308031,41.05868568892405,28.90866650919629
1760,MESCİD-İ SELAM - HADIMKÖY AKPINAR PERONLAR,336H_D_D0,HADIMKÖY - MESCİDİ SELAM,336H,0,AKTİF,3373177.0,HADIMKÖY AKPINAR PERONLAR,MESCİD-İ SELAM,DÖNÜŞ,376,489655.00000000006,HAYIR,0,41.1626855048014,28.711706914576272
1762,KİPTAŞ VENEZİA - HADIMKÖY AKPINAR PERONLAR,336H_D_D5738,HADIMKÖY - MESCİDİ SELAM,336H,5738,AKTİF,3832668.0,HADIMKÖY AKPINAR PERONLAR,MESCİD-İ SELAM,DÖNÜŞ,376,556354.0,HAYIR,0,41.15528393654266,28.72904977233093
1764,HARAÇÇI - HADIMKÖY AKPINAR PERONLAR,336H_G_D5099,HADIMKÖY - MESCİDİ SELAM,336H,5099,AKTİF,6216894.0,HADIMKÖY AKPINAR PERONLAR,MESCİD-İ SELAM,GİDİŞ,376,902453.0,EVET,132412,41.15057416029905,28.75399779902433
1765,HARAÇÇI - HARAÇÇI,336H_G_D5318,HADIMKÖY - MESCİDİ SELAM,336H,5318,AKTİF,905788.0,HADIMKÖY AKPINAR PERONLAR,MESCİD-İ SELAM,GİDİŞ,376,131484.0,EVET,106512,41.183523505275474,28.72215922010521
1768,MESCİD - İ SELAM  -  YENİKÖY,336K_D_D0,YENİKÖY / KARABURUN - MESCİDİ SELAM,336K,0,AKTİF,4499662.0,YENİKÖY,MESCİD-İ SELAM,DÖNÜŞ,815,652021.0,HAYIR,0,41.23980269181098,28.723061650105095
1769,MESCİD - İ SELAM  -  YENİKÖY,336K_D_D5097,YENİKÖY / KARABURUN - MESCİDİ SELAM,336K,5097,AKTİF,4706835.0,YENİKÖY,MESCİD-İ SELAM,DÖNÜŞ,815,682937.0,HAYIR,0,41.241231212721495,28.71890360683848
1771,YENİKÖY  -  MESCİD - İ SELAM,336K_G_D0,YENİKÖY / KARABURUN - MESCİDİ SELAM,336K,0,AKTİF,4527199.0,YENİKÖY,MESCİD-İ SELAM,GİDİŞ,815,655697.9999999999,HAYIR,0,41.23757559977359,28.72467518967954
